DDCTransactionIdEAF2BC2140A88F6DFFFE8CBF0E5006B1_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-23.43.19, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.473555ms, RunGuid=RunID0A8EB5A2432351FB4B1B92BF78D93EDF
DDCTransactionIdDE8058CA4126A72D0416868962EF7E66_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__4776B6E2E6502A15BA73B7522CDBB3F8E50002AD, StartTime=2015.12.10-23.43.20, HierarchicalDDC, DataSize=22665 bytes, Retrieved=true, Duration=0.047445ms, RunGuid=RunID0A8EB5A2432351FB4B1B92BF78D93EDF
DDCTransactionIdDE8058CA4126A72D0416868962EF7E66_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__66F5A912C12ECCBFC7828C141D8C68C1A07C0A15, StartTime=2015.12.10-23.43.20, HierarchicalDDC, Duration=0.019819ms, RunGuid=RunID0A8EB5A2432351FB4B1B92BF78D93EDF
DDCTransactionId7F7D0CDF4DF67356F663C68A696A1741_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_25CD52414339E18173E25F9FE28E6F7__E382EECA4C24A5DC232BE9247DC197F6B8DC702B, StartTime=2015.12.10-23.43.20, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=0.035435ms, RunGuid=RunID0A8EB5A2432351FB4B1B92BF78D93EDF
DDCTransactionId7F7D0CDF4DF67356F663C68A696A1741_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_25CD52414339E18173E25F9FE28E6F7__67B45977DAEC48FA9C18EFBA3BE582AF431E813E, StartTime=2015.12.10-23.43.20, HierarchicalDDC, Duration=0.012610ms, RunGuid=RunID0A8EB5A2432351FB4B1B92BF78D93EDF
DDCTransactionId7F7D0CDF4DF67356F663C68A696A1741_2, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_25CD52414339E18173E25F9FE28E6F7__1380E9E5B67F360AFCB4C5A6C93158D79092F47B, StartTime=2015.12.10-23.43.20, HierarchicalDDC, Duration=0.012312ms, RunGuid=RunID0A8EB5A2432351FB4B1B92BF78D93EDF
DDCTransactionId379ECAEC4D544AF594279BA04FA28D68_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_222D3F804EB4AB5DA9BDE2BAE545EEF__18DD853840B0F872014C7A0CC5CED56A7A5D3CC6, StartTime=2015.12.10-23.43.20, HierarchicalDDC, DataSize=22665 bytes, Retrieved=true, Duration=0.035733ms, RunGuid=RunID0A8EB5A2432351FB4B1B92BF78D93EDF
DDCTransactionId379ECAEC4D544AF594279BA04FA28D68_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_222D3F804EB4AB5DA9BDE2BAE545EEF__752C88E79A6EEA422A7F7F21AFBC340AAA71BCC3, StartTime=2015.12.10-23.43.20, HierarchicalDDC, Duration=0.013813ms, RunGuid=RunID0A8EB5A2432351FB4B1B92BF78D93EDF
DDCTransactionIdDE8058CA4126A72D0416868962EF7E66_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89A4A1B64CC9699371EF9AABCB127__761A5490E51E8BC304AADFB493900B1523AD09CF, StartTime=2015.12.10-23.43.20, HierarchicalDDC, DataSize=3270 bytes, Retrieved=true, Duration=0.034533ms, RunGuid=RunID0A8EB5A2432351FB4B1B92BF78D93EDF
DDCTransactionId7F7D0CDF4DF67356F663C68A696A1741_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C1DF83684CF68DAB197F4785361F5__E54ACD4270C98C672E017FC37F0607C2A873A36F, StartTime=2015.12.10-23.43.20, HierarchicalDDC, DataSize=3565 bytes, Retrieved=true, Duration=0.031531ms, RunGuid=RunID0A8EB5A2432351FB4B1B92BF78D93EDF
DDCTransactionId7F7D0CDF4DF67356F663C68A696A1741_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C1DF83684CF68DAB197F4785361F5__93D16C78FFABBF25A8FB7F44F21B69B0390FF3A3, StartTime=2015.12.10-23.43.20, HierarchicalDDC, Duration=0.012610ms, RunGuid=RunID0A8EB5A2432351FB4B1B92BF78D93EDF
